Sample,Mean_vel,Min_vel,Max_vel,Screen_time_off_percent
02765,0.0084,0.0000,0.0714,100.0000
02772,0.0288,0.0000,0.1447,100.0000
02773,0.0091,0.0000,0.0591,100.0000
02774,0.0072,0.0000,0.1003,100.0000
02776,0.0063,0.0000,0.0515,100.0000
02780,0.0080,0.0000,0.0876,100.0000
02781,0.0063,0.0000,0.0813,100.0000
02785,0.0107,0.0000,0.0739,100.0000
02797,0.0228,0.0000,0.1043,100.0000
02805,0.0123,0.0000,0.2065,100.0000
02818,0.0221,0.0000,0.1540,100.0000
02819,0.0114,0.0000,0.0845,100.0000
02827,0.0091,0.0000,0.0528,100.0000
02829,0.0103,0.0000,0.1454,100.0000
02832,0.0041,0.0000,0.0334,100.0000
02833,0.0061,0.0000,0.0469,100.0000
02837,0.0073,0.0000,0.0812,100.0000
02840,0.0062,0.0000,0.0443,100.0000
02841,0.0228,0.0000,0.1362,100.0000
02843,0.0101,0.0000,0.0602,100.0000
02846,0.0062,0.0000,0.0486,100.0000
00002,0.1410,0.0000,0.7396,100.0000
00003,0.1079,0.0000,0.4456,100.0000
00005,0.7668,0.0000,1.9581,100.0000
00006,0.0642,0.0000,0.4396,100.0000
00010,0.0024,0.0000,0.0219,100.0000
00024,0.0927,0.0000,0.4814,100.0000
00028,0.0094,0.0000,0.0605,100.0000
00033,0.0088,0.0000,0.0670,100.0000
00034,0.0128,0.0000,0.0816,100.0000
00087,0.1237,0.0000,0.5569,100.0000
00089,0.3351,0.0000,1.5435,100.0000
00097,0.0407,0.0000,0.1878,100.0000
00098,0.0108,0.0000,0.1156,100.0000
00099,0.0068,0.0000,0.0751,100.0000
00102,0.0219,0.0000,0.1019,100.0000
00103,0.0538,0.0000,0.2569,100.0000
00104,0.0058,0.0000,0.0638,100.0000
00110,0.0160,0.0000,0.1344,100.0000
00114,0.0007,0.0000,0.1363,100.0000
00117,0.0047,0.0000,0.0289,100.0000
00120,0.0089,0.0000,0.0651,100.0000
00121,0.0045,0.0000,0.0416,100.0000
00122,0.0099,0.0000,0.0964,100.0000
00123,0.0061,0.0000,0.0443,100.0000
00124,0.0066,0.0000,0.0432,100.0000
00126,0.0048,0.0000,0.0535,100.0000
00127,0.0243,0.0000,0.2015,100.0000
00128,0.0063,0.0000,0.0709,100.0000
00130,0.0055,0.0000,0.0443,100.0000
00132,0.0154,0.0000,0.1094,100.0000
00133,0.0029,0.0000,0.0751,100.0000
00135,0.0026,0.0000,0.0390,100.0000
00137,0.0083,0.0000,0.0542,100.0000
00138,0.0087,0.0000,0.0699,100.0000
00139,0.0058,0.0000,0.0720,100.0000
00140,0.0140,0.0000,0.1323,100.0000
00141,0.0056,0.0000,0.0349,100.0000
00142,0.0060,0.0000,0.0484,100.0000
00143,0.0134,0.0000,0.0897,100.0000
00144,0.0202,0.0000,0.1255,100.0000
00145,0.0076,0.0000,0.0815,100.0000
00146,0.0134,0.0000,0.0983,100.0000
00148,0.0078,0.0000,0.1176,100.0000
00149,0.0030,0.0000,0.0880,100.0000
00150,0.0054,0.0000,0.0701,100.0000
00153,0.0080,0.0000,0.0632,100.0000
00154,0.0063,0.0000,0.0619,100.0000
00156,0.0046,0.0000,0.0471,100.0000
00162,0.0184,0.0000,0.0806,100.0000
00164,0.0051,0.0000,0.0647,100.0000
00165,0.0213,0.0000,0.1200,100.0000
00173,0.0208,0.0000,0.1536,100.0000
00178,0.0124,0.0000,0.0883,100.0000
00179,0.0072,0.0000,0.0452,100.0000
00190,0.0232,0.0000,0.3553,100.0000
00191,0.0137,0.0000,0.0875,100.0000
00192,0.0050,0.0000,0.0401,100.0000
00194,0.0045,0.0000,0.0638,100.0000
00198,0.0046,0.0000,0.0381,100.0000
00200,0.0134,0.0000,0.0996,100.0000
00202,0.0098,0.0000,0.0577,100.0000
00207,0.0095,0.0000,0.0531,100.0000
00208,0.0036,0.0000,0.0782,100.0000
00209,0.0082,0.0000,0.0581,100.0000
00210,0.0068,0.0000,0.0825,100.0000
00211,0.0098,0.0000,0.0909,100.0000
00212,0.0118,0.0000,0.0572,100.0000
00213,0.0078,0.0000,0.0837,100.0000
00214,0.0227,0.0000,0.2117,100.0000
00218,0.0263,0.0000,0.1585,100.0000
00220,0.0202,0.0000,0.1815,100.0000
00221,0.0079,0.0000,0.0736,100.0000
00222,0.0047,0.0000,0.0557,100.0000
00224,0.0197,0.0000,0.1110,100.0000
00225,0.0054,0.0000,0.0860,100.0000
00226,0.0179,0.0000,0.0760,100.0000
00227,0.0080,0.0000,0.1220,100.0000
00228,0.0073,0.0000,0.0600,100.0000
00229,0.4713,0.0000,1.6539,100.0000
00232,0.0299,0.0000,0.2119,100.0000
00233,0.0164,0.0000,0.1422,100.0000
00234,0.0378,0.0000,0.2270,100.0000
00236,0.0058,0.0000,0.0586,100.0000
00237,0.0069,0.0000,0.0868,100.0000
00238,0.0210,0.0000,0.2141,100.0000
00239,0.0036,0.0000,0.0349,100.0000
00240,0.0064,0.0000,0.0528,100.0000
00241,0.0126,0.0000,0.0979,100.0000
00243,0.0913,0.0000,0.5659,100.0000
00245,0.0250,0.0000,0.1599,100.0000
00247,0.0028,0.0000,0.0315,100.0000
00249,0.0063,0.0000,0.0416,100.0000
00251,0.0030,0.0000,0.0324,100.0000
00252,0.0025,0.0000,0.0240,100.0000
00258,0.0717,0.0000,0.3498,100.0000
00266,1.9225,0.2048,4.6808,100.0000
00267,0.0086,0.0000,0.0799,100.0000
00268,0.0051,0.0000,0.0630,100.0000
00269,0.0036,0.0000,0.0316,100.0000
00273,0.0035,0.0000,0.0345,100.0000
00274,0.0077,0.0000,0.0620,100.0000
00285,0.0047,0.0000,0.0532,100.0000
00288,0.0031,0.0000,0.0368,100.0000
00289,0.1155,0.0000,0.5226,100.0000
00295,0.8751,0.0840,4.2379,100.0000
00296,0.0139,0.0000,0.1556,100.0000
00299,0.0044,0.0000,0.0662,100.0000
00300,0.0047,0.0000,0.0376,100.0000
00303,0.3945,0.0000,1.0777,100.0000
00304,0.0096,0.0000,0.0501,100.0000
00305,0.0052,0.0000,0.0361,100.0000
00307,0.2016,0.0000,1.3140,100.0000
00309,0.0049,0.0000,0.0534,100.0000
00310,0.0430,0.0000,0.2058,100.0000
00311,0.4230,0.0000,1.7111,100.0000
00312,0.0142,0.0000,0.1072,100.0000
00317,0.1056,0.0000,0.6534,100.0000
00319,0.0045,0.0000,0.0477,100.0000
00322,0.0075,0.0000,0.0555,100.0000
00324,0.0078,0.0000,0.0738,100.0000
00325,0.0047,0.0000,0.0718,100.0000
00326,0.0033,0.0000,0.0369,100.0000
00330,0.0113,0.0000,0.0827,100.0000
00331,0.0397,0.0000,0.4055,100.0000
00332,0.0212,0.0000,0.1425,100.0000
00339,0.5022,0.0000,2.9253,100.0000
00342,0.0252,0.0000,0.1182,100.0000
00343,0.0119,0.0000,0.0684,100.0000
00351,0.0061,0.0000,0.0462,100.0000
00354,0.1733,0.0000,0.5691,100.0000
00355,0.0413,0.0000,0.2057,100.0000
00356,0.0037,0.0000,0.0390,100.0000
00357,0.0056,0.0000,0.0472,100.0000
00358,0.0029,0.0000,0.0471,100.0000
00359,0.0147,0.0000,0.1101,100.0000
00363,0.0042,0.0000,0.0302,100.0000
00376,0.0053,0.0000,0.0348,100.0000
00377,0.0051,0.0000,0.0662,100.0000
00382,0.0032,0.0000,0.0312,100.0000
00383,0.0510,0.0000,0.9133,100.0000
00459,0.0308,0.0000,0.1511,100.0000
00460,0.0591,0.0000,0.3034,100.0000
00463,0.0085,0.0000,0.0930,100.0000
00465,0.0881,0.0000,0.3378,100.0000
00466,0.0367,0.0000,0.2396,100.0000
00467,0.1391,0.0000,0.9184,100.0000
00469,0.0234,0.0000,0.1597,100.0000
00471,0.0048,0.0000,0.0489,100.0000
00472,0.0049,0.0000,0.0559,100.0000
00473,0.0696,0.0000,0.2482,100.0000
00475,0.0460,0.0000,0.5575,100.0000
00477,0.0027,0.0000,0.0198,100.0000
00480,0.0042,0.0000,0.0422,100.0000
00481,0.0090,0.0000,0.0614,100.0000
00487,0.0209,0.0000,0.1017,100.0000
00488,0.0068,0.0000,0.0483,100.0000
00491,0.0233,0.0000,0.3352,100.0000
00492,0.0724,0.0000,0.2563,100.0000
00493,0.0086,0.0000,0.0869,100.0000
00494,0.0062,0.0000,0.0491,100.0000
00495,0.0074,0.0000,0.0791,100.0000
00496,0.0039,0.0000,0.1469,100.0000
00499,0.0183,0.0000,0.1067,100.0000
00500,0.0200,0.0000,0.1073,100.0000
00501,0.0217,0.0000,0.1856,100.0000
00503,0.0040,0.0000,0.0374,100.0000
00505,0.0084,0.0000,0.0923,100.0000
00507,0.0062,0.0000,0.0626,100.0000
00509,0.0033,0.0000,0.0356,100.0000
00510,0.0013,0.0000,0.0654,100.0000
00511,0.0564,0.0000,0.4622,100.0000
00512,0.0221,0.0000,0.1523,100.0000
00513,0.0059,0.0000,0.0338,100.0000
00514,0.0063,0.0000,0.0762,100.0000
00518,0.0255,0.0000,0.1824,100.0000
00519,0.0002,0.0000,0.0431,100.0000
00520,0.0070,0.0000,0.0395,100.0000
00521,0.0159,0.0000,0.0769,100.0000
00522,0.0002,0.0000,0.0519,100.0000
00525,0.0171,0.0000,0.1163,100.0000
00531,0.0210,0.0000,0.1330,100.0000
00533,0.0251,0.0000,0.2923,100.0000
00534,0.0038,0.0000,0.0465,100.0000
00535,0.0051,0.0000,0.0539,100.0000
00539,0.0105,0.0000,0.1186,100.0000
00540,0.0078,0.0000,0.0750,100.0000
00542,0.1117,0.0000,0.4473,100.0000
00544,0.1000,0.0000,0.4046,100.0000
00545,0.0259,0.0000,0.1318,100.0000
00546,0.0031,0.0000,0.0313,100.0000
00547,0.0068,0.0000,0.0668,100.0000
00548,0.0069,0.0000,0.0515,100.0000
00549,0.0218,0.0000,0.1417,100.0000
00550,0.0092,0.0000,0.0593,100.0000
00553,0.0145,0.0000,0.1261,100.0000
00554,0.0181,0.0000,0.1299,100.0000
00555,0.0090,0.0000,0.0538,100.0000
00560,0.0110,0.0000,0.1072,100.0000
00562,0.0081,0.0000,0.0880,100.0000
00563,0.0066,0.0000,0.0623,100.0000
00565,0.0079,0.0000,0.0779,100.0000
00566,0.0061,0.0000,0.0460,100.0000
00569,0.0052,0.0000,0.0955,100.0000
00572,0.0104,0.0000,0.0696,100.0000
00574,0.0051,0.0000,0.0491,100.0000
00575,0.0099,0.0000,0.0731,100.0000
00578,0.1618,0.0000,0.7580,100.0000
00580,0.0039,0.0000,0.0440,100.0000
00581,0.0081,0.0000,0.0880,100.0000
00584,0.0880,0.0000,0.5030,100.0000
00585,0.0175,0.0000,0.1101,100.0000
00588,0.0094,0.0000,0.0718,100.0000
00590,0.0616,0.0000,0.5172,100.0000
00595,0.0073,0.0000,0.0654,100.0000
00597,0.0068,0.0000,0.0984,100.0000
00599,0.0200,0.0000,0.1345,100.0000
00600,0.0057,0.0000,0.0541,100.0000
00601,0.0071,0.0000,0.0851,100.0000
00602,0.0085,0.0000,0.0555,100.0000
00605,0.0085,0.0000,0.0699,100.0000
00606,0.0071,0.0000,0.0659,100.0000
00607,0.0066,0.0000,0.0588,100.0000
00610,0.0067,0.0000,0.0519,100.0000
00611,0.0084,0.0000,0.0560,100.0000
00613,0.0161,0.0000,0.1248,100.0000
00616,0.0065,0.0000,0.0597,100.0000
00617,0.1454,0.0000,0.5446,100.0000
00618,0.0188,0.0000,0.1204,100.0000
00619,0.0052,0.0000,0.0601,100.0000
00621,0.0817,0.0000,0.5848,100.0000
00622,0.0272,0.0000,0.1642,100.0000
00623,0.0021,0.0000,0.0407,100.0000
00624,0.0086,0.0000,0.1065,100.0000
00626,0.0077,0.0000,0.0641,100.0000
00627,0.1184,0.0000,0.9697,100.0000
00632,0.1027,0.0000,0.5520,100.0000
00633,0.5297,0.0803,1.4703,100.0000
00634,0.0936,0.0000,0.3396,100.0000
00636,0.0155,0.0000,0.1300,100.0000
00638,0.0428,0.0000,0.5301,100.0000
00641,0.0046,0.0000,0.0505,100.0000
00642,0.0169,0.0000,0.1012,100.0000
00643,0.0277,0.0000,0.2685,100.0000
00644,0.0108,0.0000,0.0790,100.0000
00645,0.0516,0.0000,0.3651,100.0000
00646,0.0072,0.0000,0.0590,100.0000
00649,0.0440,0.0000,0.1774,100.0000
00650,0.0070,0.0000,0.0975,100.0000
00653,0.0047,0.0000,0.0463,100.0000
00654,0.0064,0.0000,0.0615,100.0000
00658,0.0432,0.0000,0.2635,100.0000
00661,0.0261,0.0000,0.1093,100.0000
00663,0.0448,0.0000,0.3530,100.0000
00666,0.0246,0.0000,0.2799,100.0000
00667,0.0061,0.0000,0.0662,100.0000
00668,0.0051,0.0000,0.0460,100.0000
00669,0.0073,0.0000,0.0484,100.0000
00670,0.0806,0.0000,0.3904,100.0000
00672,0.0162,0.0000,0.0918,100.0000
00675,0.2192,0.0000,0.7209,100.0000
00676,0.0164,0.0000,0.1579,100.0000
00677,0.0234,0.0000,0.1828,100.0000
00678,0.0059,0.0000,0.0882,100.0000
00679,0.0043,0.0000,0.0441,100.0000
00680,0.0073,0.0000,0.1141,100.0000
00682,0.0085,0.0000,0.0994,100.0000
00683,0.0090,0.0000,0.0831,100.0000
00686,0.0204,0.0000,0.1677,100.0000
00687,0.0635,0.0000,0.2614,100.0000
00688,0.0189,0.0000,0.1135,100.0000
00690,0.0338,0.0000,0.1379,100.0000
00691,0.0039,0.0000,0.0456,100.0000
00693,0.1698,0.0000,1.0205,100.0000
00694,0.0195,0.0000,0.1145,100.0000
00695,0.0159,0.0000,0.1066,100.0000
00696,0.0073,0.0000,0.0632,100.0000
00699,0.1180,0.0000,0.4864,100.0000
00700,0.0045,0.0000,0.0723,100.0000
00704,0.0061,0.0000,0.0784,100.0000
00706,0.0064,0.0000,0.0511,100.0000
00707,0.0444,0.0000,0.1903,100.0000
00710,0.0091,0.0000,0.0979,100.0000
00711,0.0502,0.0000,0.2833,100.0000
00712,0.0067,0.0000,0.0681,100.0000
00714,0.0046,0.0000,0.0264,100.0000
00716,0.0752,0.0000,0.6207,100.0000
00718,0.0072,0.0000,0.0544,100.0000
00719,0.0019,0.0000,0.0246,100.0000
00721,0.0123,0.0000,0.0972,100.0000
00722,0.0105,0.0000,0.0736,100.0000
00728,0.0510,0.0000,0.4595,100.0000
00729,0.0148,0.0000,0.1258,100.0000
00730,0.0211,0.0000,0.1338,100.0000
00731,0.0233,0.0000,0.1449,100.0000
00732,0.0042,0.0000,0.0516,100.0000
00733,0.0211,0.0000,0.2362,100.0000
00737,0.0075,0.0000,0.0565,100.0000
00740,0.0030,0.0000,0.0367,100.0000
00741,0.0031,0.0000,0.0328,100.0000
00742,0.0503,0.0000,0.3305,100.0000
00743,0.0107,0.0000,0.0709,100.0000
00745,0.0792,0.0000,0.4946,100.0000
00746,0.0111,0.0000,0.1077,100.0000
00747,0.0076,0.0000,0.0548,100.0000
00748,0.0058,0.0000,0.0471,100.0000
00749,0.0611,0.0000,0.2355,100.0000
00750,0.0051,0.0000,0.0526,100.0000
00752,0.0255,0.0000,0.1814,100.0000
00753,0.0110,0.0000,0.0890,100.0000
00755,0.0196,0.0000,0.1739,100.0000
00756,0.0545,0.0000,0.4597,100.0000
00757,0.0064,0.0000,0.0574,100.0000
00764,0.0270,0.0000,0.1209,100.0000
00765,0.0294,0.0000,0.2332,100.0000
00767,0.0067,0.0000,0.0562,100.0000
00771,0.0172,0.0000,0.1072,100.0000
00772,0.0063,0.0000,0.0618,100.0000
00773,0.0215,0.0000,0.1233,100.0000
00774,0.1823,0.0000,0.9816,100.0000
00775,0.0077,0.0000,0.0593,100.0000
00776,0.0059,0.0000,0.0579,100.0000
00777,0.0257,0.0000,0.1166,100.0000
00779,0.0058,0.0000,0.0531,100.0000
00789,0.0058,0.0000,0.0786,100.0000
00790,0.0096,0.0000,0.0680,100.0000
00791,0.0580,0.0000,0.4242,100.0000
00795,0.0116,0.0000,0.0816,100.0000
00796,0.0025,0.0000,0.0284,100.0000
00798,0.0128,0.0000,0.3734,100.0000
00801,0.0389,0.0000,0.2194,100.0000
00802,0.0089,0.0000,0.0596,100.0000
00803,0.0240,0.0000,0.4614,100.0000
00804,0.0015,0.0000,0.0233,100.0000
00806,0.0044,0.0000,0.0407,100.0000
00807,0.0652,0.0000,0.4393,100.0000
00808,0.0049,0.0000,0.0765,100.0000
00810,0.0176,0.0000,0.1786,100.0000
00811,0.0074,0.0000,0.0604,100.0000
00812,0.0066,0.0000,0.0596,100.0000
00814,0.0102,0.0000,0.1001,100.0000
00818,0.0233,0.0000,0.1733,100.0000
00819,0.1350,0.0000,0.7755,100.0000
00820,0.0273,0.0000,0.1686,100.0000
00821,0.0058,0.0000,0.0556,100.0000
00823,0.0119,0.0000,0.0767,100.0000
00825,0.2128,0.0000,0.8224,100.0000
00827,0.0352,0.0000,0.2137,100.0000
00828,0.1053,0.0000,0.4026,100.0000
00831,0.0081,0.0000,0.0673,100.0000
00832,0.0540,0.0000,0.4682,100.0000
00833,0.0105,0.0000,0.0874,100.0000
00835,0.0022,0.0000,0.0256,100.0000
00837,0.0041,0.0000,0.0460,100.0000
00840,0.0046,0.0000,0.0475,100.0000
00841,0.1543,0.0000,0.7150,100.0000
00842,0.0260,0.0000,0.1751,100.0000
00849,0.0727,0.0000,0.3516,100.0000
00850,0.0217,0.0000,0.1225,100.0000
00851,0.0137,0.0000,0.0767,100.0000
00852,0.0066,0.0000,0.0584,100.0000
00853,0.0241,0.0000,0.1814,100.0000
00855,0.0097,0.0000,0.0738,100.0000
00859,0.0042,0.0000,0.0428,100.0000
00861,0.0133,0.0000,0.0605,100.0000
00864,0.0055,0.0000,0.0914,100.0000
00865,0.0100,0.0000,0.0625,100.0000
00868,0.0086,0.0000,0.0679,100.0000
00869,0.0084,0.0000,0.0741,100.0000
00872,0.0158,0.0000,0.1795,100.0000
00873,0.0346,0.0000,0.2588,100.0000
00874,0.0059,0.0000,0.0508,100.0000
00875,0.0195,0.0000,0.1266,100.0000
00876,0.0320,0.0000,0.1295,100.0000
00878,0.0058,0.0000,0.0462,100.0000
00880,0.0065,0.0000,0.0491,100.0000
00881,0.0084,0.0000,0.0696,100.0000
00882,0.0070,0.0000,0.0651,100.0000
00886,0.0681,0.0000,0.7833,100.0000
00888,0.0064,0.0000,0.0689,100.0000
00889,0.0256,0.0000,0.2365,100.0000
00890,0.0281,0.0000,0.0956,100.0000
00891,0.0227,0.0000,0.2037,100.0000
00892,0.0077,0.0000,0.0566,100.0000
00894,0.0269,0.0000,0.1695,100.0000
00896,0.0073,0.0000,0.0659,100.0000
00897,0.0226,0.0000,0.1024,100.0000
00898,0.0115,0.0000,0.0884,100.0000
00899,0.0076,0.0000,0.0788,100.0000
00900,0.0055,0.0000,0.0630,100.0000
00904,0.0285,0.0000,0.1553,100.0000
00905,0.0072,0.0000,0.0628,100.0000
00907,0.0082,0.0000,0.0537,100.0000
00911,0.0071,0.0000,0.0593,100.0000
00912,0.0077,0.0000,0.0624,100.0000
00914,0.0124,0.0000,0.1299,100.0000
00915,0.0171,0.0000,0.0755,100.0000
00921,0.0048,0.0000,0.0446,100.0000
00923,0.0388,0.0000,0.3491,100.0000
00924,0.0072,0.0000,0.0726,100.0000
00926,0.0243,0.0000,0.1077,100.0000
00927,0.0063,0.0000,0.0549,100.0000
00930,0.0281,0.0000,0.1974,100.0000
00931,0.0376,0.0000,0.1363,100.0000
00932,0.0029,0.0000,0.0241,100.0000
00933,0.0055,0.0000,0.0728,100.0000
00934,0.0086,0.0000,0.0740,100.0000
00935,0.0036,0.0000,0.0286,100.0000
00938,0.0264,0.0000,0.3502,100.0000
00939,0.7520,0.2419,2.0162,100.0000
00944,0.0053,0.0000,0.0802,100.0000
00945,0.0041,0.0000,0.0412,100.0000
00947,0.0054,0.0000,0.0637,100.0000
00948,0.0069,0.0000,0.0598,100.0000
00949,0.0053,0.0000,0.0590,100.0000
00953,0.0052,0.0000,0.0545,100.0000
00955,0.4128,0.0000,1.1222,100.0000
00956,0.0603,0.0000,0.4478,100.0000
00960,0.0059,0.0000,0.0481,100.0000
00961,0.0513,0.0000,0.3097,100.0000
00963,0.0252,0.0000,0.1541,100.0000
00965,0.1254,0.0000,0.4446,100.0000
00968,0.0912,0.0000,0.3090,100.0000
00969,0.0218,0.0000,0.1317,100.0000
00971,0.0142,0.0000,0.1019,100.0000
00974,0.0072,0.0000,0.0644,100.0000
00976,0.0081,0.0000,0.0470,100.0000
00980,0.0028,0.0000,0.0497,100.0000
00981,0.0034,0.0000,0.0308,100.0000
00982,0.0687,0.0000,0.7225,100.0000
00983,0.0200,0.0000,0.1304,100.0000
00984,0.0371,0.0000,0.8670,100.0000
00986,0.0330,0.0000,0.1819,100.0000
00989,0.0282,0.0000,0.2393,100.0000
00991,0.0061,0.0000,0.0590,100.0000
00992,0.0005,0.0000,0.1130,100.0000
00997,0.0742,0.0000,0.5934,100.0000
00998,0.0424,0.0000,0.3140,100.0000
00999,0.0104,0.0000,0.0992,100.0000
01000,0.0155,0.0000,0.1110,100.0000
01001,0.0289,0.0000,0.1391,100.0000
01002,0.0241,0.0000,0.1451,100.0000
01003,0.0113,0.0000,0.0836,100.0000
01009,0.0074,0.0000,0.0688,100.0000
01010,0.0091,0.0000,0.0913,100.0000
01012,0.0190,0.0000,0.2344,100.0000
01015,0.0047,0.0000,0.0340,100.0000
01018,0.0378,0.0000,0.2486,100.0000
01019,0.0070,0.0000,0.0532,100.0000
01020,0.0284,0.0000,0.1268,100.0000
01021,0.0030,0.0000,0.0533,100.0000
01022,0.0990,0.0000,0.6045,100.0000
01024,0.0065,0.0000,0.0596,100.0000
01025,0.0129,0.0000,0.0618,100.0000
01029,0.0611,0.0000,0.4484,100.0000
01030,0.0110,0.0000,0.0863,100.0000
01031,0.0438,0.0000,0.3358,100.0000
01032,0.0763,0.0000,0.2997,100.0000
01034,0.0078,0.0000,0.0502,100.0000
01035,0.0150,0.0000,0.1589,100.0000
01036,0.0217,0.0000,0.1219,100.0000
01038,0.0861,0.0000,0.9361,100.0000
01039,0.1002,0.0000,0.4276,100.0000
01041,0.0057,0.0000,0.0568,100.0000
01042,0.0056,0.0000,0.0570,100.0000
01044,0.0098,0.0000,0.0572,100.0000
01045,0.0033,0.0000,0.0308,100.0000
01046,0.0033,0.0000,0.0362,100.0000
01050,0.0074,0.0000,0.0562,100.0000
